"","Year_Month","Country","Trade.Value"
"1747",202001,"Mexico",4873180
"1748",202001,"Mexico",4873180
"1749",202001,"Mexico",3498
"1750",202001,"Mexico",57803763
"1751",202001,"Mexico",3350522
"1752",202001,"Mexico",30788695
"1753",202001,"Mexico",23654844
"1754",202001,"Mexico",23654844
"1755",202001,"Mexico",9702
"1756",202001,"Mexico",8297124
"1757",202001,"Mexico",387983
"1758",202001,"Mexico",7863580
"1759",202001,"Mexico",45561
"1760",202001,"Mexico",45561
"1761",202001,"Mexico",1265474
"1762",202001,"Mexico",2211
"1763",202001,"Mexico",1263263
"1764",202001,"Mexico",10443068
"1765",202001,"Mexico",7078129
"1766",202001,"Mexico",3364219
"1767",202001,"Mexico",720
"1768",202001,"Mexico",720
"1769",202001,"Mexico",36450432
"1770",202001,"Mexico",8998325
"1771",202001,"Mexico",7264878
"1772",202001,"Mexico",20175167
"1773",202001,"Mexico",20175167
"1774",202001,"Mexico",12062
"1775",202001,"Mexico",42054766
"1776",202001,"Mexico",2749212
"1777",202001,"Mexico",37122225
"1778",202001,"Mexico",2183073
"1779",202001,"Mexico",2183073
"1780",202001,"Mexico",256
"1781",202001,"Mexico",25743118
"1782",202001,"Mexico",2788932
"1783",202001,"Mexico",22897015
"1784",202001,"Mexico",57171
"1785",202001,"Mexico",57171
"1786",202001,"Mexico",50763421
"1787",202001,"Mexico",1414670
"1788",202001,"Mexico",8619398
"1789",202001,"Mexico",40728483
"1790",202001,"Mexico",40728483
"1791",202002,"Mexico",106630321
"1792",202002,"Mexico",7580085
"1793",202002,"Mexico",40732992
"1794",202002,"Mexico",58317244
"1795",202002,"Mexico",58317244
"1796",202002,"Mexico",640656
"1797",202002,"Mexico",637435
"1798",202002,"Mexico",3221
"1799",202002,"Mexico",3221
"1800",202002,"Mexico",8954182
"1801",202002,"Mexico",613336
"1802",202002,"Mexico",8331821
"1803",202002,"Mexico",9025
"1804",202002,"Mexico",9025
"1805",202001,"Mexico",870
"1806",202001,"Mexico",167285
"1807",202001,"Mexico",38242
"1808",202001,"Mexico",9851
"1809",202001,"Mexico",119192
"1810",202001,"Mexico",119192
"1811",202001,"Mexico",66115850
"1812",202001,"Mexico",22489436
"1813",202001,"Mexico",4683812
"1814",202001,"Mexico",38942602
"1815",202001,"Mexico",38942602
"1816",202001,"Mexico",93887236
"1817",202001,"Mexico",50582091
"1818",202001,"Mexico",23826535
"1819",202001,"Mexico",1441058538
"1820",202001,"Mexico",23691823
"1821",202001,"Mexico",127390811
"1822",202001,"Mexico",1289807805
"1823",202001,"Mexico",1289807805
"1824",202001,"Mexico",168099
"1825",202001,"Mexico",19478610
"1826",202001,"Mexico",19478610
"1827",202001,"Mexico",754271922
"1828",202001,"Mexico",104861345
"1829",202001,"Mexico",1896147
"1830",202001,"Mexico",631963
"1831",202001,"Mexico",1199238
"1832",202001,"Mexico",1356
"1833",202001,"Mexico",1356
"1834",202001,"Mexico",63590
"1835",202001,"Mexico",2434595
"1836",202001,"Mexico",545456
"1837",202001,"Mexico",568722453
"1838",202001,"Mexico",1332708
"1839",202001,"Mexico",556431
"1840",202001,"Mexico",556431
"1841",202001,"Mexico",1144084
"1842",202001,"Mexico",1137033
"1843",202001,"Mexico",7051
"1844",202001,"Mexico",7051
"1845",202001,"Mexico",16391931
"1846",202001,"Mexico",6715755
"1847",202001,"Mexico",9671097
"1848",202001,"Mexico",2581
"1849",202001,"Mexico",2581
"1850",202001,"Mexico",2498
"1851",202001,"Mexico",106239728
"1852",202001,"Mexico",27792052
"1853",202001,"Mexico",70425488
"1854",202001,"Mexico",7679601
"1855",202001,"Mexico",7679601
"1856",202001,"Mexico",29148
"1857",202001,"Mexico",313439
"1858",202001,"Mexico",261657
"1859",202001,"Mexico",1613
"1860",202001,"Mexico",260044
"1861",202001,"Mexico",45206939
"1862",202001,"Mexico",6008191
"1863",202001,"Mexico",2116380
"1864",202001,"Mexico",37082368
"1865",202001,"Mexico",37082368
"1866",202001,"Mexico",515421442
"1867",202001,"Mexico",65114680
"1868",202001,"Mexico",172981247
"1869",202001,"Mexico",272855648
"1870",202001,"Mexico",272855648
"1871",202001,"Mexico",4357069
"1872",202001,"Mexico",112798
"1873",202001,"Mexico",32844876
"1874",202001,"Mexico",6667208
"1875",202001,"Mexico",19973815
"1876",202001,"Mexico",6203853
"1877",202001,"Mexico",6203853
"1878",202001,"Mexico",2542936
"1879",202001,"Mexico",93103
"1880",202001,"Mexico",2433252
"1881",202001,"Mexico",16581
"1882",202001,"Mexico",16581
"1883",202001,"Mexico",16512917
"1884",202001,"Mexico",6068475
"1885",202001,"Mexico",9018463
"1886",202001,"Mexico",1425932
"1887",202001,"Mexico",1425932
"1888",202001,"Mexico",23288440
"1889",202001,"Mexico",23288440
"1890",202001,"Mexico",57387046
"1891",202001,"Mexico",12638
"1892",202001,"Mexico",47
"1893",202001,"Mexico",448076
"1894",202001,"Mexico",11277
"1895",202001,"Mexico",436799
"1896",202001,"Mexico",28925122
"1897",202001,"Mexico",14663592
"1898",202001,"Mexico",14241499
"1899",202001,"Mexico",20031
"1900",202001,"Mexico",20031
"1901",202001,"Mexico",42928
"1902",202001,"Mexico",42928
"1903",202001,"Mexico",1449
"1904",202001,"Mexico",1449
"1905",202001,"Mexico",1449
"1906",202001,"Mexico",138377
"1907",202001,"Mexico",138377
"1908",202001,"Mexico",8439898
"1909",202001,"Mexico",4947312
"1910",202001,"Mexico",3492586
"1911",202001,"Mexico",276050308
"1912",202001,"Mexico",59052873
"1913",202001,"Mexico",60601777
"1914",202001,"Mexico",147862613
"1915",202001,"Mexico",147862613
"1916",202001,"Mexico",8510280
"1917",202001,"Mexico",22765
"1918",202001,"Mexico",25583460153
"1919",202001,"Mexico",715755483
"1920",202001,"Mexico",3901896721
"1921",202001,"Mexico",16877525010
"1922",202001,"Mexico",16877525010
"1923",202001,"Mexico",4011531753
"1924",202001,"Georgia",262649357
"1925",202001,"Georgia",16722150
"1926",202001,"Georgia",121189613
"1927",202001,"Georgia",4653099
"1928",202001,"Georgia",120083920
"1929",202001,"Georgia",572
"1930",202001,"Mexico",33649011809
"1931",202001,"Mexico",1687271944
"1932",202001,"Mexico",6634035290
"1933",202001,"Mexico",20420971819
"1934",202001,"Mexico",20420971819
"1935",202001,"Mexico",4413451407
"1936",202001,"Mexico",493281349
"1937",202001,"Mexico",841340
"1938",202001,"Mexico",841340
"1939",202001,"Mexico",62154
"1940",202001,"Mexico",62154
"1941",202001,"Mexico",41659
"1942",202001,"Mexico",397
"1943",202001,"Mexico",41262
"1944",202001,"Mexico",35842781
"1945",202001,"Mexico",2673798
"1946",202001,"Mexico",32431473
"1947",202001,"Mexico",444369
"1948",202001,"Mexico",444369
"1949",202001,"Mexico",21555
"1950",202001,"Mexico",380
"1951",202001,"Mexico",21175
"1952",202001,"Mexico",121368783
"1953",202001,"Mexico",2067294
"1954",202001,"Mexico",17522137
"1955",202001,"Mexico",97610412
"1956",202001,"Mexico",97610412
"1957",202001,"Mexico",4168940
"1958",202001,"Mexico",157201
"1959",202001,"Mexico",157201
"1960",202001,"Mexico",2540704
"1961",202001,"Mexico",69469
"1962",202001,"Mexico",2463094
"1963",202001,"Mexico",8141
"1964",202001,"Mexico",8141
"1965",202001,"Mexico",48136305
"1966",202001,"Mexico",293141
"1967",202001,"Mexico",21478640
"1968",202001,"Mexico",15011120
"1969",202001,"Mexico",4266573
"1970",202001,"Mexico",2189472
"1971",202001,"Mexico",2189472
"1972",202001,"Mexico",11475
"1973",202002,"Mexico",90949
"1974",202002,"Mexico",171234
"1975",202002,"Mexico",171234
"1976",202002,"Mexico",804804288
"1977",202002,"Mexico",72100810
"1978",202002,"Mexico",658203923
"1979",202002,"Mexico",19665469
"1980",202002,"Mexico",19665469
"1981",202002,"Mexico",54430479
"1982",202002,"Mexico",403607
"1983",202002,"Mexico",79698
"1984",202002,"Mexico",23
"1985",202002,"Mexico",79675
"1986",202002,"Mexico",36632064970
"1987",202002,"Mexico",1620824619
"1988",202002,"Mexico",6526909110
"1989",202002,"Mexico",22808218076
"1990",202002,"Mexico",22808218076
"1991",202002,"Mexico",5132535957
"1992",202002,"Mexico",543577208
"1993",202002,"Mexico",24320
"1994",202002,"Mexico",24320
"1995",202002,"Mexico",24320
"1996",202002,"Mexico",5562123
"1997",202002,"Mexico",1769426
"1998",202002,"Mexico",925763
"1999",202002,"Mexico",2866934
"2000",202002,"Mexico",2866934
"2001",202002,"Mexico",427691819
"2002",202002,"Mexico",37729533
"2003",202002,"Mexico",284530812
"2004",202002,"Mexico",10042786
"2005",202002,"Mexico",10042786
"2006",202002,"Mexico",29568
"2007",202002,"Mexico",29568
"2008",202002,"Mexico",8564
"2009",202002,"Mexico",8564
"2010",202002,"Mexico",36627181
"2011",202002,"Mexico",1690418
"2012",202002,"Mexico",34715976
"2013",202002,"Mexico",182387
"2014",202002,"Mexico",182387
"2015",202002,"Mexico",36000
"2016",202002,"Mexico",2400
"2017",202002,"Mexico",24288798
"2018",202002,"Mexico",16775527
"2019",202002,"Mexico",5612500
"2020",202002,"Mexico",1898911
"2021",202002,"Mexico",1898911
"2022",202002,"Mexico",1860
"2023",202002,"Mexico",6980544
"2024",202002,"Mexico",2401925
"2025",202002,"Mexico",1989556
"2026",202002,"Mexico",2559075
"2027",202002,"Mexico",2559075
"2028",202002,"Mexico",29988
"2029",202002,"Mexico",1614399
"2030",202002,"Mexico",94734
"2031",202002,"Mexico",1018673
"2032",202002,"Mexico",500992
"2033",202002,"Mexico",500992
"2034",202002,"Mexico",433202
"2035",202002,"Mexico",88378
"2036",202002,"Mexico",337469
"2037",202002,"Mexico",7355
"2038",202002,"Mexico",7355
"2039",202002,"Mexico",74139
"2040",202002,"Mexico",74139
"2041",202002,"Mexico",16249778
"2042",202002,"Mexico",44090
"2043",202002,"Mexico",5677422
"2044",202002,"Mexico",10528266
"2045",202002,"Mexico",10528266
"2046",202002,"Mexico",412447857
"2047",202002,"Mexico",86478344
"2048",202002,"Mexico",63774753
"2049",202002,"Mexico",262191773
"2050",202002,"Mexico",262191773
"2051",202002,"Mexico",2987
"2052",202002,"Mexico",900336
"2053",202002,"Mexico",4342
"2054",202002,"Mexico",891357
"2055",202002,"Mexico",4637
"2056",202002,"Mexico",4637
"2057",202002,"Mexico",200678989
"2058",202002,"Mexico",29603480
"2059",202002,"Mexico",161557159
"2060",202002,"Mexico",9413655
"2061",202002,"Mexico",9413655
"2062",202002,"Mexico",104695
"2063",202002,"Mexico",19455234
"2064",202002,"Mexico",19100
"2065",202002,"Mexico",433344
"2066",202002,"Mexico",17106472
"2067",202002,"Mexico",17106472
"2068",202002,"Mexico",1896318
"2069",202002,"Mexico",314964
"2070",202002,"Mexico",255572
"2071",202002,"Mexico",59392
"2072",202002,"Mexico",59392
"2073",202002,"Mexico",60694
"2074",202002,"Mexico",12414
"2075",202002,"Mexico",48280
"2076",202002,"Mexico",20620
"2077",202002,"Mexico",20620
"2078",202002,"Mexico",774135
"2079",202002,"Mexico",76187
"2080",202002,"Mexico",697942
"2081",202002,"Mexico",6
"2082",202002,"Mexico",6
"2083",202002,"Mexico",927997
"2084",202002,"Mexico",636576
"2085",202002,"Mexico",261521
"2086",202002,"Mexico",29900
"2087",202002,"Mexico",29900
"2088",202002,"Mexico",45686428
"2089",202002,"Mexico",10461
"2090",202002,"Mexico",10461
"2091",202002,"Mexico",918846041
"2092",202002,"Mexico",78676857
"2093",202002,"Mexico",605268
"2094",202002,"Mexico",10180723
"2095",202002,"Mexico",34900437
"2096",202002,"Mexico",34900437
"2097",202002,"Mexico",2348399
"2098",202002,"Mexico",27399
"2099",202002,"Mexico",2321000
"2100",202002,"Mexico",925330
"2101",202002,"Mexico",568560
"2102",202002,"Mexico",259601
"2103",202002,"Mexico",97169
"2104",202002,"Mexico",97169
"2105",202002,"Mexico",92029
"2106",202002,"Mexico",92029
"2107",202002,"Mexico",92029
"2108",202002,"Mexico",1469042
"2109",202002,"Mexico",1469042
"2110",202002,"Mexico",37751218
"2111",202002,"Mexico",582464854
"2112",202002,"Mexico",582464854
"2113",202002,"Mexico",219348685
"2114",202002,"Mexico",604427
"2115",202002,"Mexico",4366468
"2116",202002,"Mexico",329
"2117",202002,"Mexico",100022
"2118",202002,"Mexico",4266117
"2119",202002,"Mexico",4266117
"2120",202002,"Mexico",67772637
"2121",202002,"Mexico",4451017
"2122",202002,"Mexico",58771150
"2123",202002,"Mexico",4550470
"2124",202002,"Mexico",4550470
"2125",202002,"Mexico",110462472
"2126",202002,"Mexico",26664062
"2127",202002,"Mexico",75681805
"2128",202002,"Mexico",6053436
"2129",202002,"Mexico",6053436
"2130",202002,"Mexico",74050027
"2131",202002,"Mexico",3587592
"2132",202002,"Mexico",70284480
"2133",202002,"Mexico",174222
"2134",202002,"Mexico",174222
"2135",202002,"Mexico",3733
"2136",202002,"Mexico",1093623
"2137",202002,"Mexico",444806
"2138",202002,"Mexico",641277
"2139",202002,"Mexico",7540
"2140",202002,"Mexico",7540
"2141",202002,"Mexico",24373471
"2142",202002,"Mexico",2282935
"2143",202002,"Mexico",7978176
"2144",202002,"Mexico",14112360
"2145",202002,"Mexico",14112360
"2146",202002,"Mexico",2248273
"2147",202002,"Mexico",340537
"2148",202002,"Mexico",1891459
"2149",202002,"Mexico",16277
"2150",202002,"Mexico",16277
"2151",202002,"Mexico",460242
"2152",202002,"Mexico",65128
"2153",202002,"Mexico",395114
"2154",202002,"Mexico",5823526
"2155",202002,"Mexico",677030
"2156",202002,"Mexico",4211438
"2157",202002,"Mexico",935058
"2158",202002,"Mexico",935058
"2159",202002,"Mexico",3861871
"2160",202002,"Mexico",2362865
"2161",202002,"Mexico",1435371
"2162",202002,"Mexico",63635
"2163",202002,"Mexico",63635
"2164",202002,"Mexico",44331
"2165",202002,"Mexico",9409
"2166",202002,"Mexico",34922
"2167",202002,"Mexico",3590275
"2168",202002,"Mexico",302900
"2169",202002,"Mexico",2966737
"2170",202002,"Mexico",320638
"2171",202002,"Mexico",320638
"2172",202002,"Mexico",46192
"2173",202002,"Mexico",6288
"2174",202002,"Mexico",38458
"2175",202002,"Mexico",1446
"2176",202002,"Mexico",1446
"2177",202002,"Mexico",33183772
"2178",202002,"Mexico",22362488
"2179",202002,"Mexico",10345960
"2180",202002,"Mexico",396802
"2181",202002,"Mexico",396802
"2182",202002,"Mexico",38000
"2183",202002,"Mexico",40522
"2184",202002,"Mexico",2063169
"2185",202002,"Mexico",160174057
"2186",202002,"Mexico",13675697
"2187",202002,"Mexico",3200404
"2188",202002,"Mexico",1244041
"2189",202002,"Mexico",1749678
"2190",202002,"Mexico",174890
"2191",202002,"Mexico",174890
"2192",202002,"Mexico",31795
"2193",202002,"Mexico",1778463
"2194",202002,"Mexico",505651
"2195",202001,"Canada",32690639101
"2196",202001,"Canada",3809418718
"2197",202001,"Canada",6110694872
"2198",202001,"Canada",5176755497
"2199",202001,"Canada",11667298470
"2200",202001,"Canada",5926471541
"2201",202001,"Canada",32690639101
"2202",202001,"Canada",3809418718
"2203",202001,"Canada",6110694872
"2204",202001,"Canada",5176755497
"2205",202001,"Canada",11667298470
"2206",202001,"Canada",5926471541
"2207",202001,"Italy",39386896553
"2208",202001,"New Zealand",3032168933
"2209",202001,"Pakistan",1971249368
"2210",202001,"Spain",25977589322
"2211",202001,"Spain",2066783269
"2212",202001,"Spain",7247528233
"2213",202001,"Spain",574100
"2214",202001,"Spain",953500051
"2215",202001,"Spain",14594573265
"2216",202001,"Spain",65525363
"2217",202001,"Spain",213844898
"2218",202001,"Spain",1376794
"2219",202001,"Spain",833883344
"2220",202001,"Spain",7923882560
"2221",202001,"Spain",1460278829
"2222",202001,"Spain",5421294779
"2223",202001,"Spain",6531925
"2224",202001,"Spain",1025901531
"2225",202001,"Spain",8040226
"2226",202001,"Spain",519693
"2227",202002,"Mexico",1175633
"2228",202002,"Mexico",97179
"2229",202002,"Mexico",97179
"2230",202002,"Mexico",291392
"2231",202002,"Mexico",280379
"2232",202002,"Mexico",11013
"2233",202002,"Mexico",11013
"2234",202002,"Mexico",6264762
"2235",202002,"Mexico",1797477
"2236",202002,"Mexico",4453001
"2237",202002,"Mexico",141555912
"2238",202002,"Mexico",4933894
"2239",202002,"Mexico",4933894
"2240",202002,"Mexico",8554
"2241",202002,"Mexico",58840511
"2242",202002,"Mexico",3207019
"2243",202002,"Mexico",33558853
"2244",202002,"Mexico",22063749
"2245",202002,"Mexico",22063749
"2246",202002,"Mexico",10890
"2247",202002,"Mexico",9981140
"2248",202002,"Mexico",627770
"2249",202002,"Mexico",9244825
"2250",202002,"Mexico",108545
"2251",202002,"Mexico",108545
"2252",202002,"Mexico",1022592
"2253",202002,"Mexico",1022592
"2254",202002,"Mexico",11584889
"2255",202002,"Mexico",5453841
"2256",202002,"Mexico",6085589
"2257",202002,"Mexico",45459
"2258",202002,"Mexico",45459
"2259",202002,"Mexico",34740069
"2260",202002,"Mexico",2692545
"2261",202002,"Mexico",6699368
"2262",202002,"Mexico",25348156
"2263",202002,"Mexico",25348156
"2264",202002,"Mexico",45626
"2265",202002,"Mexico",1
"2266",202002,"Mexico",45625
"2267",202002,"Mexico",40897368
"2268",202002,"Mexico",1986356
"2269",202002,"Mexico",37279163
"2270",202002,"Mexico",1631849
"2271",202002,"Mexico",1631849
"2272",202002,"Mexico",31251791
"2273",202002,"Mexico",3069206
"2274",202002,"Mexico",28056528
"2275",202002,"Mexico",126057
"2276",202002,"Mexico",126057
"2277",202002,"Mexico",13378
"2278",202002,"Mexico",13378
"2279",202002,"Mexico",906
"2280",202002,"Mexico",23457
"2281",202002,"Mexico",23457
"2282",202002,"Mexico",9205477
"2283",202002,"Mexico",39314534
"2284",202002,"Mexico",22075187
"2285",202002,"Mexico",281456
"2286",202002,"Mexico",16957891
"2287",202002,"Mexico",16957891
"2288",202002,"Mexico",107905201
"2289",202002,"Mexico",54149744
"2290",202002,"Mexico",26738909
"2291",202002,"Mexico",27016548
"2292",202002,"Mexico",27016548
"2293",202002,"Mexico",8179729
"2294",202002,"Mexico",1025748
"2295",202001,"Ukraine",4156659393
"2296",202001,"Egypt",2504288023
"2297",202002,"Georgia",263616840
"2298",202002,"Mexico",123867522
"2299",202002,"Mexico",2355010
"2300",202002,"Mexico",19385057
"2301",202002,"Mexico",102075902
"2302",202002,"Mexico",102075902
"2303",202002,"Mexico",51553
"2304",202002,"Mexico",95276
"2305",202002,"Mexico",12658
"2306",202002,"Mexico",82618
"2307",202002,"Mexico",991705
"2308",202002,"Mexico",48783
"2309",202002,"Mexico",942922
"2310",202002,"Mexico",47144170
"2311",202002,"Mexico",1318585
"2312",202002,"Mexico",10534226
"2313",202002,"Mexico",35289735
"2314",202002,"Mexico",35289735
"2315",202002,"Mexico",1624
"2316",202002,"Mexico",275515725
"2317",202002,"Mexico",34074566
"2318",202002,"Mexico",36130923
"2319",202002,"Mexico",204055329
"2320",202002,"Mexico",204055329
"2321",202002,"Mexico",1254907
"2322",202002,"Mexico",47770354
"2323",202002,"Georgia",25351224
"2324",202002,"Georgia",108795529
"2325",202002,"Georgia",10935677
"2326",202002,"Georgia",118502633
"2327",202002,"Georgia",31775
"2328",202002,"Mexico",11995415
"2329",202002,"Mexico",2831578
"2330",202002,"Mexico",32943361
"2331",202002,"Mexico",32943361
"2332",202002,"Mexico",5646195
"2333",202002,"Mexico",2778047
"2334",202002,"Mexico",2686557
"2335",202002,"Mexico",181591
"2336",202002,"Mexico",181591
"2337",202002,"Mexico",468358
"2338",202002,"Mexico",6792
"2339",202002,"Mexico",459051
"2340",202002,"Mexico",2515
"2341",202002,"Mexico",2515
"2342",202002,"Mexico",36768632
"2343",202002,"Mexico",10897525
"2344",202002,"Mexico",3185594
"2345",202002,"Mexico",22685513
"2346",202002,"Mexico",22685513
"2347",202002,"Mexico",61060670
"2348",202002,"Mexico",42191754
"2349",202002,"Mexico",15049189
"2350",202002,"Mexico",3798919
"2351",202002,"Mexico",3798919
"2352",202002,"Mexico",20808
"2353",202002,"Mexico",4244819
"2354",202002,"Mexico",384551
"2355",202002,"Mexico",3732953
"2356",202002,"Mexico",127315
"2357",202002,"Mexico",127315
"2358",202002,"Mexico",95203432
"2359",202002,"Mexico",185256
"2360",202002,"Mexico",1230
"2361",202002,"Mexico",1230
"2362",202002,"Mexico",1074
"2363",202002,"Mexico",1074
"2364",202002,"Mexico",313843147
"2365",202002,"Mexico",12172012
"2366",202002,"Mexico",247941621
"2367",202002,"Mexico",37586979
"2368",202002,"Mexico",37586979
"2369",202002,"Mexico",16142535
"2370",202002,"Mexico",2010083
"2371",202002,"Mexico",302713
"2372",202002,"Mexico",1685990
"2373",202002,"Mexico",21380
"2374",202002,"Mexico",21380
"2375",202002,"Mexico",1840126
"2376",202002,"Mexico",592
"2377",202002,"Mexico",1839534
"2378",202002,"Mexico",46845
"2379",202002,"Mexico",46845
"2380",202002,"Mexico",46845
"2381",202002,"Mexico",221022697
"2382",202002,"Mexico",2408429
"2383",202002,"Mexico",22688869
"2384",202002,"Mexico",193872789
"2385",202002,"Mexico",193872789
"2386",202002,"Mexico",2052610
"2387",202002,"Mexico",11669767
"2388",202002,"Mexico",8257466
"2389",202002,"Mexico",3357327
"2390",202002,"Mexico",54974
"2391",202002,"Mexico",54974
"2392",202002,"Mexico",3240
"2393",202002,"Mexico",3240
"2394",202002,"Mexico",6875
"2395",202002,"Mexico",6875
"2396",202002,"Mexico",16980381
"2397",202002,"Mexico",6278915
"2398",202002,"Mexico",8951321
"2399",202002,"Mexico",1246229
"2400",202002,"Mexico",1246229
"2401",202002,"Mexico",503916
"2402",202002,"Mexico",9180
"2403",202002,"Mexico",9180
"2404",202002,"Mexico",2005302
"2405",202002,"Mexico",1978531
"2406",202002,"Mexico",26771
"2407",202002,"Mexico",26771
"2408",202002,"Mexico",1286543
"2409",202002,"Mexico",569224
"2410",202002,"Mexico",717319
"2411",202002,"Ukraine",56944
"2412",202002,"Ukraine",12549120
"2413",202002,"Ukraine",107323887
"2414",202002,"Ukraine",190719
"2415",202002,"Mexico",119690401
"2416",202002,"Ukraine",1441932
"2417",202002,"Mexico",9676589
"2418",202002,"Mexico",64291455
"2419",202002,"Mexico",42535536
"2420",202002,"Mexico",42535536
"2421",202002,"Mexico",2439473
"2422",202002,"Mexico",747348
"2423",202002,"Mexico",6175661
"2424",202002,"Mexico",272570
"2425",202002,"Mexico",5655060
"2426",202002,"Mexico",248031
"2427",202002,"Mexico",248031
"2428",202002,"Ukraine",43229
"2429",202002,"Ukraine",20738
"2430",202002,"Ukraine",251261959
"2431",202002,"Ukraine",1757297
"2432",202002,"Ukraine",2614376
"2433",202002,"Mexico",1451066448
"2434",202002,"Mexico",34175825
"2435",202002,"Mexico",137444602
"2436",202002,"Mexico",1279446021
"2437",202002,"Mexico",1279446021
"2438",202002,"Mexico",44125847
"2439",202002,"Mexico",1432273
"2440",202002,"Mexico",9705061
"2441",202002,"Mexico",32987388
"2442",202002,"Mexico",32987388
"2443",202002,"Mexico",1125
"2444",202002,"Mexico",97270384
"2445",202002,"Mexico",21959374
"2446",202002,"Mexico",66712287
"2447",202002,"Mexico",8567615
"2448",202002,"Mexico",8567615
"2449",202002,"Mexico",31108
"2450",202002,"Mexico",212149
"2451",202002,"Mexico",4163
"2452",202002,"Mexico",207986
"2453",202002,"Mexico",63719858
"2454",202002,"Mexico",4572322
"2455",202002,"Mexico",9684965
"2456",202002,"Mexico",49462571
"2457",202002,"Mexico",49462571
"2458",202002,"Mexico",649400222
"2459",202002,"Mexico",86347821
"2460",202002,"Mexico",227417310
"2461",202002,"Mexico",334377376
"2462",202002,"Mexico",334377376
"2463",202002,"Mexico",1257715
"2464",202002,"Mexico",328015
"2465",202002,"Mexico",65832
"2466",202002,"Mexico",28021685
"2467",202002,"Mexico",5194327
"2468",202002,"Mexico",16390267
"2469",202002,"Mexico",6437091
"2470",202002,"Mexico",6437091
"2471",202002,"Mexico",1936487
"2472",202002,"Mexico",202088
"2473",202002,"Mexico",1733108
"2474",202002,"Mexico",1291
"2475",202002,"Mexico",1291
"2476",202002,"Mexico",14537
"2477",202002,"Mexico",14537
"2478",202002,"Mexico",14537
"2479",202002,"Mexico",28459
"2480",202002,"Mexico",5002
"2481",202002,"Mexico",245057449
"2482",202002,"Mexico",59204774
"2483",202002,"Mexico",41933145
"2484",202002,"Mexico",131163243
"2485",202002,"Mexico",131163243
"2486",202002,"Mexico",12597475
"2487",202002,"Mexico",158812
"2488",202002,"Mexico",28227883675
"2489",202002,"Mexico",719746837
"2490",202002,"Mexico",3580773378
"2491",202002,"Mexico",19135677272
"2492",202002,"Mexico",19135677272
"2493",202002,"Mexico",4723598459
"2494",202002,"Mexico",68087729
"2495",202002,"Mexico",91156467
"2496",202002,"Mexico",2634939
"2497",202002,"Mexico",74855387
"2498",202002,"Mexico",8475523
"2499",202002,"Mexico",8475523
"2500",202002,"Mexico",5190618
"2501",202002,"Mexico",5733657
"2502",202002,"Mexico",221210
"2503",202002,"Mexico",5433553
"2504",202002,"Mexico",78894
"2505",202002,"Mexico",78894
"2506",202002,"Mexico",472439108
"2507",202002,"Mexico",88086
"2508",202002,"Mexico",3379379
"2509",202002,"Mexico",1443996
"2510",202002,"Mexico",1443996
"2511",202002,"Mexico",467527647
"2512",202002,"Ukraine",3958822477
"2513",202002,"Ukraine",401899
"2514",202002,"Ukraine",1406060
"2515",202002,"Ukraine",319551
"2516",202002,"Ukraine",14368
"2517",202002,"Ukraine",50000
"2518",202002,"Ukraine",6912
"2519",202002,"Ukraine",26994373
"2520",202002,"Ukraine",211257
"2521",202002,"Ukraine",1522710
"2522",202002,"Ukraine",89895589
"2523",202002,"Ukraine",488
"2524",202002,"Ukraine",357621
"2525",202002,"Ukraine",533221
"2526",202002,"Ukraine",11022858
"2527",202002,"Ukraine",11590806
"2528",202002,"Ukraine",14900
"2529",202002,"Ukraine",809947
"2530",202002,"Ukraine",3470837
"2531",202002,"Ukraine",70424965
"2532",202002,"Ukraine",31233039
"2533",202002,"Ukraine",23650
"2534",202002,"Ukraine",36471209
"2535",202002,"Ukraine",90464
"2536",202002,"Ukraine",101565620
"2537",202002,"Ukraine",42698
"2538",202002,"Ukraine",8812
"2539",202002,"Ukraine",11383604
"2540",202002,"Ukraine",466352
"2541",202002,"Ukraine",52037
"2542",202002,"Ukraine",214977
"2543",202002,"Ukraine",14412638
"2544",202002,"Ukraine",50068
"2545",202002,"Ukraine",1644
"2546",202002,"Ukraine",472410
"2547",202002,"Ukraine",1331268
"2548",202002,"Ukraine",82601326
"2549",202002,"Ukraine",71307320
"2550",202002,"Ukraine",20806012
"2551",202002,"Ukraine",1226
"2552",202002,"Ukraine",49291
"2553",202002,"Ukraine",43543
"2554",202002,"Ukraine",2610570
"2555",202002,"Ukraine",80263228
"2556",202002,"Ukraine",5634752
"2557",202002,"Ukraine",17853546
"2558",202002,"Ukraine",311325
"2559",202002,"Ukraine",2137
"2560",202002,"Ukraine",48208595
"2561",202002,"Ukraine",134450
"2562",202002,"Ukraine",2464470
"2563",202002,"Ukraine",133447384
"2564",202002,"Ukraine",718541
"2565",202002,"Ukraine",216506
"2566",202002,"Ukraine",2463959
"2567",202002,"Ukraine",115673
"2568",202002,"Ukraine",96786
"2569",202002,"Ukraine",465634
"2570",202002,"Ukraine",70628
"2571",202002,"Ukraine",2374715
"2572",202002,"Ukraine",2280714
"2573",202002,"Ukraine",13764126
"2574",202002,"Ukraine",21936432
"2575",202002,"Ukraine",12295
"2576",202002,"Ukraine",2815112
"2577",202002,"Ukraine",24851379
"2578",202002,"Ukraine",2788774
"2579",202002,"Ukraine",92846
"2580",202002,"Ukraine",4446284
"2581",202002,"Ukraine",1166447
"2582",202002,"Ukraine",3265445
